Target Distance: 50, Step Size: 2
463: (x,y) = (24.6545, -6.26769)
464: (x,y) = (26.6533, -6.33749)
465: (x,y) = (25.9366, -4.47033)
466: (x,y) = (26.1109, -2.47794)
467: (x,y) = (26.9243, -0.650847)
468: (x,y) = (26.9593, -2.65054)
469: (x,y) = (26.2425, -4.5177)
470: (x,y) = (27.2726, -2.80337)
471: (x,y) = (25.8833, -4.24205)
472: (x,y) = (26.3671, -2.30146)
473: (x,y) = (26.1581, -4.2905)
474: (x,y) = (24.5, -3.17211)
475: (x,y) = (25.5301, -4.88645)
476: (x,y) = (25.8774, -6.85607)
477: (x,y) = (26.0864, -8.84511)
478: (x,y) = (24.2888, -7.96837)
479: (x,y) = (26.1298, -7.1869)
480: (x,y) = (27.0378, -8.96892)
481: (x,y) = (28.0378, -10.701)
482: (x,y) = (29.905, -11.4177)
483: (x,y) = (27.9562, -10.9678)
484: (x,y) = (26.0436, -10.3831)
485: (x,y) = (27.9662, -9.83178)
486: (x,y) = (28.5509, -11.7444)
487: (x,y) = (28.6556, -9.74713)
488: (x,y) = (26.8897, -8.80819)
489: (x,y) = (25.2716, -9.98376)
490: (x,y) = (25.4807, -7.99472)
491: (x,y) = (27.158, -9.084)
492: (x,y) = (29.1553, -9.18867)
493: (x,y) = (29.26, -7.19141)
494: (x,y) = (30.624, -8.65412)
495: (x,y) = (31.8826, -7.09982)
496: (x,y) = (30.4933, -8.5385)
497: (x,y) = (28.8159, -9.62778)
498: (x,y) = (27.877, -7.86189)
499: (x,y) = (26.6734, -6.26462)
500: (x,y) = (28.0374, -7.72732)
501: (x,y) = (26.2881, -8.69694)
502: (x,y) = (24.421, -7.98021)
503: (x,y) = (24.8709, -9.92895)
504: (x,y) = (25.6843, -8.10186)
505: (x,y) = (25.8934, -10.0909)
506: (x,y) = (25.3758, -8.15905)
507: (x,y) = (23.6265, -7.18943)
508: (x,y) = (22.0505, -8.42075)
509: (x,y) = (23.7826, -9.42075)
510: (x,y) = (25.5146, -10.4208)
511: (x,y) = (23.5921, -10.972)
512: (x,y) = (22.4737, -9.31395)
513: (x,y) = (22.1608, -11.2893)
514: (x,y) = (23.1909, -13.0037)
515: (x,y) = (25.093, -12.3856)
516: (x,y) = (26.934, -11.6042)
517: (x,y) = (25.358, -12.8355)
518: (x,y) = (24.9081, -14.7842)
519: (x,y) = (26.2202, -13.2748)
520: (x,y) = (24.2884, -13.7924)
521: (x,y) = (25.4068, -15.4505)
522: (x,y) = (24.0946, -16.9599)
523: (x,y) = (22.9763, -18.618)
524: (x,y) = (23.6274, -20.5091)
525: (x,y) = (22.4518, -22.1271)
526: (x,y) = (24.0061, -20.8684)
527: (x,y) = (24.8829, -22.666)
528: (x,y) = (26.6487, -23.605)
529: (x,y) = (24.7694, -22.9209)
530: (x,y) = (25.151, -20.9577)
531: (x,y) = (25.9324, -19.1167)
532: (x,y) = (26.9021, -17.3674)
533: (x,y) = (24.9215, -17.6458)
534: (x,y) = (25.9215, -19.3778)
535: (x,y) = (27.8621, -18.894)
536: (x,y) = (29.7415, -18.2099)
537: (x,y) = (31.1055, -19.6727)
538: (x,y) = (32.6598, -18.414)
539: (x,y) = (34.4724, -19.2593)
540: (x,y) = (33.1603, -17.7498)
541: (x,y) = (32.0131, -16.1115)
542: (x,y) = (30.0207, -16.2858)
543: (x,y) = (31.5528, -15.0003)
544: (x,y) = (30.0901, -13.6363)
545: (x,y) = (28.8588, -15.2123)
546: (x,y) = (28.1748, -17.0917)
547: (x,y) = (29.0515, -15.2941)
548: (x,y) = (27.071, -15.5724)
549: (x,y) = (27.9162, -17.385)
550: (x,y) = (28.2291, -15.4097)
551: (x,y) = (29.8263, -14.206)
552: (x,y) = (30.6078, -12.365)
553: (x,y) = (30.6427, -14.3647)
554: (x,y) = (32.64, -14.4694)
555: (x,y) = (33.258, -16.3715)
556: (x,y) = (32.9451, -18.3469)
557: (x,y) = (32.8753, -16.3481)
558: (x,y) = (31.237, -15.201)
559: (x,y) = (31.6187, -13.2377)
560: (x,y) = (31.6885, -11.2389)
561: (x,y) = (31.828, -13.234)
562: (x,y) = (33.8131, -13.4778)
563: (x,y) = (32.7238, -15.1551)
564: (x,y) = (33.569, -13.3425)
565: (x,y) = (33.7781, -11.3535)
566: (x,y) = (34.7477, -13.1027)
567: (x,y) = (34.643, -11.1054)
568: (x,y) = (33.1567, -9.76719)
569: (x,y) = (32.8784, -7.78665)
570: (x,y) = (34.3411, -9.15065)
571: (x,y) = (35.9992, -10.269)
572: (x,y) = (36.6172, -8.36692)
573: (x,y) = (36.1673, -6.41818)
574: (x,y) = (34.613, -5.15954)
575: (x,y) = (35.521, -3.37753)
576: (x,y) = (37.0531, -2.09195)
577: (x,y) = (35.068, -1.84821)
578: (x,y) = (34.068, -0.116161)
579: (x,y) = (35.6653, 1.08747)
580: (x,y) = (37.4145, 2.05709)
581: (x,y) = (39.3463, 2.57473)
582: (x,y) = (38.8964, 0.625987)
583: (x,y) = (38.5491, -1.34363)
584: (x,y) = (40.4979, -1.79353)
585: (x,y) = (41.0155, 0.138321)
586: (x,y) = (41.6996, 2.01771)
587: (x,y) = (41.4212, 0.0371698)
588: (x,y) = (43.1705, 1.00679)
589: (x,y) = (41.3884, 0.098808)
590: (x,y) = (41.9061, -1.83304)
591: (x,y) = (42.0108, -3.8303)
592: (x,y) = (42.3581, -5.79992)
593: (x,y) = (44.2899, -5.28228)
594: (x,y) = (43.0863, -3.68501)
595: (x,y) = (44.5005, -2.2708)
596: (x,y) = (42.7346, -1.33185)
597: (x,y) = (44.727, -1.15754)
598: (x,y) = (43.363, -2.62025)
599: (x,y) = (41.5359, -1.80678)
600: (x,y) = (41.9858, 0.141965)
601: (x,y) = (41.3678, -1.76015)
602: (x,y) = (43.1949, -2.57362)
603: (x,y) = (41.8827, -4.08304)
604: (x,y) = (43.521, -2.93589)
605: (x,y) = (41.5238, -3.04056)
606: (x,y) = (42.7274, -4.63783)
607: (x,y) = (44.4767, -5.60745)
608: (x,y) = (46.4085, -6.12509)
609: (x,y) = (47.9628, -7.38373)
610: (x,y) = (49.9518, -7.59279)
After 611 steps, the subject has the following location:
(x,y) = (49.9518, -7.59279)
 or
(m,a) = (50.5256, -8.64292)
Average outward distance per step = 0.0826933
Target Distance: 50, Step Size: 2
0: (x,y) = (-1.55429, -1.25864)
1: (x,y) = (0.0840122, -2.40579)
2: (x,y) = (0.897485, -4.23288)
3: (x,y) = (-0.900103, -3.35614)
4: (x,y) = (0.514111, -4.77036)
5: (x,y) = (-0.875206, -6.20904)
6: (x,y) = (0.300365, -4.591)
7: (x,y) = (-0.576378, -2.79341)
8: (x,y) = (0.331603, -1.0114)
9: (x,y) = (2.28034, -0.561498)
10: (x,y) = (2.28034, 1.4385)
11: (x,y) = (0.566009, 2.46858)
12: (x,y) = (0.981832, 4.42487)
13: (x,y) = (2.98153, 4.38997)
14: (x,y) = (3.88951, 6.17198)
15: (x,y) = (1.89225, 6.06731)
16: (x,y) = (0.0378819, 5.3181)
17: (x,y) = (0.316228, 7.29863)
18: (x,y) = (-0.133674, 9.24737)
19: (x,y) = (-2.00083, 9.96411)
20: (x,y) = (-0.268784, 8.96411)
21: (x,y) = (1.73091, 8.9292)
22: (x,y) = (3.16959, 10.3185)
23: (x,y) = (1.57232, 9.11489)
24: (x,y) = (-0.123776, 10.1747)
25: (x,y) = (-1.58648, 8.81073)
26: (x,y) = (-3.58648, 8.81073)
27: (x,y) = (-5.22479, 9.95789)
28: (x,y) = (-3.2842, 10.4417)
29: (x,y) = (-1.47158, 11.287)
30: (x,y) = (-2.7837, 9.77755)
31: (x,y) = (-4.56571, 10.6855)
32: (x,y) = (-6.56571, 10.6855)
33: (x,y) = (-7.44245, 12.4831)
34: (x,y) = (-5.44276, 12.518)
35: (x,y) = (-5.6865, 14.5031)
36: (x,y) = (-7.68528, 14.4333)
37: (x,y) = (-7.20144, 16.3739)
38: (x,y) = (-5.43554, 15.435)
39: (x,y) = (-4.52756, 17.217)
40: (x,y) = (-6.5081, 17.4953)
41: (x,y) = (-5.79136, 19.3625)
42: (x,y) = (-7.07693, 20.8946)
43: (x,y) = (-7.98492, 19.1126)
44: (x,y) = (-6.03618, 18.6627)
45: (x,y) = (-4.04379, 18.4883)
46: (x,y) = (-2.60511, 19.8777)
47: (x,y) = (-0.792491, 19.0324)
48: (x,y) = (-0.075755, 20.8996)
49: (x,y) = (-0.00595597, 18.9008)
50: (x,y) = (0.839281, 20.7134)
51: (x,y) = (-1.12397, 20.3318)
52: (x,y) = (-1.40232, 18.3513)
53: (x,y) = (-3.33417, 17.8336)
54: (x,y) = (-4.36425, 16.1193)
55: (x,y) = (-2.92557, 14.73)
56: (x,y) = (-1.14356, 13.822)
57: (x,y) = (0.831822, 13.5091)
58: (x,y) = (-0.950192, 14.4171)
59: (x,y) = (-2.76281, 13.5719)
60: (x,y) = (-4.61717, 12.8227)
61: (x,y) = (-5.49392, 11.0251)
62: (x,y) = (-3.83584, 9.90668)
63: (x,y) = (-5.83462, 9.97648)
64: (x,y) = (-5.90442, 7.9777)
65: (x,y) = (-3.93481, 8.325)
66: (x,y) = (-5.82584, 8.97613)
67: (x,y) = (-7.74837, 8.42486)
68: (x,y) = (-7.09723, 6.53382)
69: (x,y) = (-7.16703, 4.53504)
70: (x,y) = (-5.38502, 3.62706)
71: (x,y) = (-7.09935, 4.65713)
72: (x,y) = (-8.35799, 3.10284)
73: (x,y) = (-9.97603, 4.27841)
74: (x,y) = (-7.99549, 4.00007)
75: (x,y) = (-8.06529, 2.00129)
76: (x,y) = (-7.96062, 3.99854)
77: (x,y) = (-9.55789, 2.79491)
78: (x,y) = (-9.97371, 0.838619)
79: (x,y) = (-8.22447, -0.131)
80: (x,y) = (-8.25938, -2.1307)
81: (x,y) = (-10.2594, -2.1307)
82: (x,y) = (-12.1004, -2.91216)
83: (x,y) = (-11.7875, -0.936781)
84: (x,y) = (-12.4056, -2.83889)
85: (x,y) = (-13.0896, -0.959509)
86: (x,y) = (-11.5353, 0.299132)
87: (x,y) = (-13.4374, 0.917166)
88: (x,y) = (-15.25, 0.0719294)
89: (x,y) = (-17.1988, -0.377973)
90: (x,y) = (-16.9897, 1.61107)
91: (x,y) = (-14.9909, 1.68087)
92: (x,y) = (-16.9861, 1.82038)
93: (x,y) = (-18.7987, 0.975146)
94: (x,y) = (-17.4604, 2.46144)
95: (x,y) = (-18.746, 3.99353)
96: (x,y) = (-18.9897, 5.97862)
97: (x,y) = (-17.0771, 5.39387)
98: (x,y) = (-17.9851, 7.17589)
99: (x,y) = (-18.9851, 8.90794)
100: (x,y) = (-20.8523, 9.62467)
101: (x,y) = (-22.7194, 10.3414)
102: (x,y) = (-24.3577, 9.19426)
103: (x,y) = (-25.1392, 7.35325)
104: (x,y) = (-24.9997, 5.35812)
105: (x,y) = (-24.3156, 7.2375)
106: (x,y) = (-25.1291, 5.41041)
107: (x,y) = (-24.099, 3.69608)
108: (x,y) = (-25.007, 1.91407)
109: (x,y) = (-23.0316, 2.22693)
110: (x,y) = (-21.4556, 3.45826)
111: (x,y) = (-23.4529, 3.56293)
112: (x,y) = (-25.3847, 4.08057)
113: (x,y) = (-27.1973, 4.9258)
114: (x,y) = (-25.3847, 4.08057)
115: (x,y) = (-23.3875, 4.18524)
116: (x,y) = (-23.6312, 2.20015)
117: (x,y) = (-22.5419, 0.522806)
118: (x,y) = (-20.5431, 0.453007)
119: (x,y) = (-21.4199, 2.2506)
120: (x,y) = (-21.3152, 0.253336)
121: (x,y) = (-21.559, 2.23843)
122: (x,y) = (-20.3003, 3.79272)
123: (x,y) = (-18.9882, 5.30214)
124: (x,y) = (-20.8903, 5.92017)
125: (x,y) = (-21.0994, 3.93113)
126: (x,y) = (-20.8903, 5.92017)
127: (x,y) = (-22.8029, 6.50492)
128: (x,y) = (-22.9772, 8.49731)
129: (x,y) = (-24.0371, 6.80121)
130: (x,y) = (-25.9858, 6.35131)
131: (x,y) = (-27.0159, 8.06564)
132: (x,y) = (-26.8068, 6.0766)
133: (x,y) = (-25.6597, 7.7149)
134: (x,y) = (-27.6229, 7.33328)
135: (x,y) = (-27.6578, 9.33298)
136: (x,y) = (-29.072, 7.91877)
137: (x,y) = (-30.0417, 6.16953)
138: (x,y) = (-28.0854, 5.7537)
139: (x,y) = (-26.7998, 7.28579)
140: (x,y) = (-28.7124, 6.70105)
141: (x,y) = (-28.3995, 8.67643)
142: (x,y) = (-30.3692, 8.32913)
143: (x,y) = (-32.2917, 7.77785)
144: (x,y) = (-34.2043, 7.19311)
145: (x,y) = (-35.7803, 5.96179)
146: (x,y) = (-37.0389, 4.4075)
147: (x,y) = (-35.3809, 3.28911)
148: (x,y) = (-36.8672, 4.62737)
149: (x,y) = (-38.0985, 6.20339)
150: (x,y) = (-36.1859, 6.78814)
151: (x,y) = (-34.3187, 6.0714)
152: (x,y) = (-33.5373, 4.23039)
153: (x,y) = (-35.2693, 3.23039)
154: (x,y) = (-34.4241, 5.04301)
155: (x,y) = (-33.1927, 6.61903)
156: (x,y) = (-32.8454, 8.58864)
157: (x,y) = (-30.9328, 8.0039)
158: (x,y) = (-29.5946, 6.51761)
159: (x,y) = (-27.5946, 6.51761)
160: (x,y) = (-27.0769, 8.44946)
161: (x,y) = (-27.2512, 10.4419)
162: (x,y) = (-25.3719, 11.1259)
163: (x,y) = (-25.5114, 13.121)
164: (x,y) = (-24.6661, 11.3084)
165: (x,y) = (-25.6962, 13.0227)
166: (x,y) = (-26.3474, 11.1317)
167: (x,y) = (-25.2875, 12.8278)
168: (x,y) = (-25.8388, 14.7503)
169: (x,y) = (-27.0424, 16.3476)
170: (x,y) = (-27.1471, 14.3503)
171: (x,y) = (-26.2081, 16.1162)
172: (x,y) = (-27.9902, 17.0242)
173: (x,y) = (-27.7118, 15.0437)
174: (x,y) = (-29.7042, 15.218)
175: (x,y) = (-31.0682, 16.6807)
176: (x,y) = (-29.1195, 16.2308)
177: (x,y) = (-31.1195, 16.2308)
178: (x,y) = (-30.2427, 18.0284)
179: (x,y) = (-32.0403, 18.9051)
180: (x,y) = (-30.0997, 18.4213)
181: (x,y) = (-29.4486, 20.3123)
182: (x,y) = (-28.6994, 18.4579)
183: (x,y) = (-27.468, 20.034)
184: (x,y) = (-27.3634, 22.0312)
185: (x,y) = (-26.7122, 20.1402)
186: (x,y) = (-24.7317, 19.8618)
187: (x,y) = (-26.7241, 20.0362)
188: (x,y) = (-28.2784, 21.2948)
189: (x,y) = (-26.2893, 21.0857)
190: (x,y) = (-24.3983, 20.4346)
191: (x,y) = (-23.4287, 18.6854)
192: (x,y) = (-23.0814, 16.7157)
193: (x,y) = (-23.0465, 18.7154)
194: (x,y) = (-24.0465, 20.4475)
195: (x,y) = (-24.5978, 18.525)
196: (x,y) = (-26.4248, 19.3384)
197: (x,y) = (-24.4297, 19.478)
198: (x,y) = (-22.5171, 18.8932)
199: (x,y) = (-20.9628, 20.1519)
200: (x,y) = (-21.712, 18.2975)
201: (x,y) = (-20.9953, 20.1646)
202: (x,y) = (-22.9649, 20.5119)
203: (x,y) = (-24.9637, 20.4421)
204: (x,y) = (-25.8404, 18.6446)
205: (x,y) = (-24.0745, 19.5835)
206: (x,y) = (-22.0821, 19.7578)
207: (x,y) = (-20.6194, 21.1218)
208: (x,y) = (-19.1808, 22.5111)
209: (x,y) = (-20.8581, 21.4218)
210: (x,y) = (-18.9909, 20.7051)
211: (x,y) = (-19.675, 18.8257)
212: (x,y) = (-21.4409, 17.8868)
213: (x,y) = (-20.0769, 16.4241)
214: (x,y) = (-20.4242, 14.4545)
215: (x,y) = (-21.9336, 15.7666)
216: (x,y) = (-22.4174, 17.7072)
217: (x,y) = (-20.4223, 17.8467)
218: (x,y) = (-19.333, 19.524)
219: (x,y) = (-18.0744, 21.0783)
220: (x,y) = (-19.887, 20.2331)
221: (x,y) = (-17.9645, 19.6818)
222: (x,y) = (-19.2766, 21.1912)
223: (x,y) = (-20.3067, 22.9056)
224: (x,y) = (-20.5157, 24.8946)
225: (x,y) = (-20.8974, 22.9313)
226: (x,y) = (-19.666, 24.5074)
227: (x,y) = (-17.6709, 24.3679)
228: (x,y) = (-19.6633, 24.5422)
229: (x,y) = (-20.248, 22.6296)
230: (x,y) = (-22.1024, 21.8803)
231: (x,y) = (-20.984, 23.5384)
232: (x,y) = (-19.5698, 24.9526)
233: (x,y) = (-19.6396, 22.9539)
234: (x,y) = (-20.6697, 21.2395)
235: (x,y) = (-18.7571, 20.6548)
236: (x,y) = (-20.3751, 21.8303)
237: (x,y) = (-18.3827, 22.0047)
238: (x,y) = (-19.472, 23.682)
239: (x,y) = (-21.4126, 23.1982)
240: (x,y) = (-19.9032, 24.5103)
241: (x,y) = (-20.6524, 22.6559)
242: (x,y) = (-22.6087, 23.0717)
243: (x,y) = (-22.3649, 21.0866)
244: (x,y) = (-24.2775, 21.6714)
245: (x,y) = (-24.8956, 23.5735)
246: (x,y) = (-26.7082, 22.7283)
247: (x,y) = (-27.7383, 24.4426)
248: (x,y) = (-29.201, 25.8066)
249: (x,y) = (-29.0615, 23.8115)
250: (x,y) = (-28.9568, 21.8142)
251: (x,y) = (-27.3185, 22.9614)
252: (x,y) = (-26.0329, 21.4293)
253: (x,y) = (-24.0923, 20.9454)
254: (x,y) = (-25.3236, 19.3694)
255: (x,y) = (-25.4632, 21.3645)
256: (x,y) = (-23.9537, 22.6766)
257: (x,y) = (-22.2957, 21.5583)
258: (x,y) = (-20.6776, 20.3827)
259: (x,y) = (-19.0596, 19.2071)
260: (x,y) = (-17.2937, 20.1461)
261: (x,y) = (-16.3857, 18.364)
262: (x,y) = (-16.4206, 20.3637)
263: (x,y) = (-14.4452, 20.6766)
264: (x,y) = (-15.2905, 18.864)
265: (x,y) = (-14.7392, 20.7865)
266: (x,y) = (-16.7389, 20.8214)
267: (x,y) = (-18.1776, 22.2107)
268: (x,y) = (-16.6455, 23.4963)
269: (x,y) = (-17.3622, 25.3635)
270: (x,y) = (-17.0839, 27.344)
271: (x,y) = (-16.024, 25.6479)
272: (x,y) = (-17.9728, 26.0978)
273: (x,y) = (-16.6872, 27.6299)
274: (x,y) = (-14.7067, 27.9083)
275: (x,y) = (-13.8614, 29.7209)
276: (x,y) = (-15.3709, 31.033)
277: (x,y) = (-15.6492, 29.0525)
278: (x,y) = (-13.7267, 28.5012)
279: (x,y) = (-14.7865, 30.1973)
280: (x,y) = (-13.1092, 31.2866)
281: (x,y) = (-11.3116, 30.4098)
282: (x,y) = (-9.33621, 30.7227)
283: (x,y) = (-7.35567, 31.001)
284: (x,y) = (-8.5593, 29.4038)
285: (x,y) = (-6.90123, 28.2854)
286: (x,y) = (-8.89362, 28.4597)
287: (x,y) = (-10.3563, 29.8237)
288: (x,y) = (-8.38095, 30.1365)
289: (x,y) = (-6.48991, 30.7877)
290: (x,y) = (-7.66548, 29.1696)
291: (x,y) = (-7.04745, 27.2675)
292: (x,y) = (-5.28155, 26.3286)
293: (x,y) = (-7.27668, 26.4681)
294: (x,y) = (-8.5888, 24.9587)
295: (x,y) = (-7.41323, 23.3406)
296: (x,y) = (-6.47429, 25.1065)
297: (x,y) = (-4.49891, 25.4194)
298: (x,y) = (-3.81487, 27.2988)
299: (x,y) = (-2.01728, 28.1755)
300: (x,y) = (-0.507862, 26.8634)
301: (x,y) = (0.208874, 28.7306)
302: (x,y) = (1.49445, 27.1985)
303: (x,y) = (2.88377, 28.6372)
304: (x,y) = (3.56781, 26.7578)
305: (x,y) = (1.74072, 27.5713)
306: (x,y) = (1.81051, 29.57)
307: (x,y) = (-0.121337, 30.0877)
308: (x,y) = (-2.09095, 30.435)
309: (x,y) = (-0.127698, 30.0534)
310: (x,y) = (1.18442, 31.5628)
311: (x,y) = (-0.756172, 32.0466)
312: (x,y) = (-2.09443, 33.5329)
313: (x,y) = (-0.890803, 35.1302)
314: (x,y) = (0.473194, 36.5929)
315: (x,y) = (0.542993, 38.5917)
316: (x,y) = (2.51261, 38.2444)
317: (x,y) = (4.51139, 38.1746)
318: (x,y) = (3.89336, 36.2725)
319: (x,y) = (4.80134, 38.0545)
320: (x,y) = (5.97691, 39.6725)
321: (x,y) = (6.08158, 41.6698)
322: (x,y) = (4.21442, 42.3865)
323: (x,y) = (6.20955, 42.526)
324: (x,y) = (7.97544, 43.465)
325: (x,y) = (6.19343, 44.3729)
326: (x,y) = (6.71107, 46.3048)
327: (x,y) = (8.62368, 46.8895)
328: (x,y) = (6.68309, 46.4057)
329: (x,y) = (7.16693, 44.4651)
330: (x,y) = (9.11567, 44.915)
331: (x,y) = (9.08076, 46.9147)
332: (x,y) = (7.08076, 46.9147)
333: (x,y) = (7.46238, 48.878)
334: (x,y) = (7.67144, 46.8889)
335: (x,y) = (9.5386, 46.1722)
336: (x,y) = (10.5984, 44.4761)
337: (x,y) = (9.26018, 45.9624)
338: (x,y) = (8.02885, 44.3863)
339: (x,y) = (9.81087, 45.2943)
340: (x,y) = (7.81209, 45.2245)
341: (x,y) = (6.11599, 46.2844)
342: (x,y) = (4.14061, 46.5972)
343: (x,y) = (5.6949, 45.3386)
344: (x,y) = (4.60563, 43.6613)
345: (x,y) = (3.402, 42.064)
346: (x,y) = (5.39712, 41.9245)
347: (x,y) = (5.39712, 43.9245)
348: (x,y) = (7.03543, 45.0716)
349: (x,y) = (7.38273, 47.0412)
350: (x,y) = (7.90036, 45.1094)
351: (x,y) = (6.36827, 46.395)
352: (x,y) = (8.36553, 46.4996)
353: (x,y) = (7.39591, 44.7504)
354: (x,y) = (9.3947, 44.8202)
355: (x,y) = (11.358, 45.2018)
356: (x,y) = (10.358, 43.4698)
357: (x,y) = (10.4975, 45.4649)
358: (x,y) = (11.8096, 46.9743)
359: (x,y) = (13.0682, 48.5286)
After 360 steps, the subject has the following location:
(x,y) = (13.0682, 48.5286)
 or
(m,a) = (50.2574, 74.9284)
Average outward distance per step = 0.139604
Target Distance: 50, Step Size: 2
0: (x,y) = (1.9563, 0.415823)
1: (x,y) = (3.34561, -1.02286)
2: (x,y) = (1.533, -0.17762)
3: (x,y) = (3.28224, -1.14724)
4: (x,y) = (1.44123, -1.9287)
5: (x,y) = (-0.53931, -2.20705)
6: (x,y) = (-0.713622, -4.19944)
7: (x,y) = (1.27542, -3.99038)
8: (x,y) = (3.27512, -3.95548)
9: (x,y) = (5.25565, -4.23382)
10: (x,y) = (6.34493, -2.55648)
11: (x,y) = (8.32031, -2.86935)
12: (x,y) = (8.21564, -4.86661)
13: (x,y) = (9.87371, -5.98499)
14: (x,y) = (10.963, -4.30765)
15: (x,y) = (9.06088, -4.92569)
16: (x,y) = (8.00104, -3.22959)
17: (x,y) = (6.00591, -3.09008)
18: (x,y) = (6.31878, -5.06545)
19: (x,y) = (6.14447, -3.07306)
20: (x,y) = (5.11439, -1.35873)
21: (x,y) = (6.20367, -3.03607)
22: (x,y) = (7.84197, -1.88892)
23: (x,y) = (9.63956, -1.01218)
24: (x,y) = (7.85755, -0.104195)
25: (x,y) = (7.85755, 1.8958)
26: (x,y) = (8.60676, 0.041437)
27: (x,y) = (10.5958, 0.250494)
28: (x,y) = (9.53597, -1.4456)
29: (x,y) = (10.5056, 0.303637)
30: (x,y) = (11.8438, -1.18265)
31: (x,y) = (11.7392, -3.17991)
32: (x,y) = (9.74405, -3.0404)
33: (x,y) = (9.9531, -1.05135)
34: (x,y) = (8.44369, -2.36347)
35: (x,y) = (6.69445, -1.39385)
36: (x,y) = (6.27862, -3.35015)
37: (x,y) = (4.88931, -4.78883)
38: (x,y) = (6.12063, -6.36485)
39: (x,y) = (6.53645, -4.40855)
40: (x,y) = (4.54741, -4.1995)
41: (x,y) = (2.9091, -3.05234)
42: (x,y) = (4.37181, -1.68835)
43: (x,y) = (4.68468, 0.287028)
44: (x,y) = (3.48105, 1.8843)
45: (x,y) = (5.45643, 2.19717)
46: (x,y) = (3.48681, 2.54446)
47: (x,y) = (3.17394, 4.51984)
48: (x,y) = (5.02831, 5.26905)
49: (x,y) = (4.05869, 7.01829)
50: (x,y) = (2.19153, 6.30156)
51: (x,y) = (2.15663, 8.30125)
52: (x,y) = (0.156626, 8.30125)
53: (x,y) = (2.06924, 7.71651)
54: (x,y) = (1.03916, 6.00218)
55: (x,y) = (1.7232, 4.12279)
56: (x,y) = (1.20556, 2.19094)
57: (x,y) = (1.55286, 0.221323)
58: (x,y) = (3.33487, 1.1293)
59: (x,y) = (5.31541, 0.850958)
60: (x,y) = (4.79777, -1.08089)
61: (x,y) = (4.28013, -3.01275)
62: (x,y) = (5.89816, -1.83717)
63: (x,y) = (6.64738, -3.69154)
64: (x,y) = (8.2234, -4.92287)
65: (x,y) = (7.91053, -2.94749)
66: (x,y) = (6.82125, -4.62483)
67: (x,y) = (5.97602, -2.81221)
68: (x,y) = (4.91618, -1.11612)
69: (x,y) = (3.04902, -0.399382)
70: (x,y) = (1.49472, -1.65802)
71: (x,y) = (-0.485812, -1.37968)
72: (x,y) = (-2.44211, -1.7955)
73: (x,y) = (-4.30927, -2.51224)
74: (x,y) = (-4.48358, -4.50463)
75: (x,y) = (-6.46412, -4.78297)
76: (x,y) = (-7.18085, -2.91581)
77: (x,y) = (-8.15047, -1.16657)
78: (x,y) = (-8.86721, 0.700589)
79: (x,y) = (-7.33512, 1.98616)
80: (x,y) = (-5.5225, 1.14093)
81: (x,y) = (-6.10725, -0.771681)
82: (x,y) = (-5.65734, -2.72042)
83: (x,y) = (-5.10607, -0.797898)
84: (x,y) = (-6.74437, -1.94505)
85: (x,y) = (-8.61153, -1.22832)
86: (x,y) = (-10.0742, 0.135682)
87: (x,y) = (-9.229, -1.67693)
88: (x,y) = (-11.2044, -1.9898)
89: (x,y) = (-9.86612, -0.503513)
90: (x,y) = (-8.95814, -2.28553)
91: (x,y) = (-10.9144, -1.8697)
92: (x,y) = (-12.4905, -3.10103)
93: (x,y) = (-14.1085, -1.92546)
94: (x,y) = (-14.7596, -0.0344183)
95: (x,y) = (-12.7645, 0.105095)
96: (x,y) = (-14.7618, 0.000422731)
97: (x,y) = (-16.2004, 1.38974)
98: (x,y) = (-18.1492, 1.83964)
99: (x,y) = (-20.081, 2.35728)
100: (x,y) = (-19.7682, 0.381903)
101: (x,y) = (-18.8914, 2.17949)
102: (x,y) = (-20.4674, 0.948168)
103: (x,y) = (-18.4869, 0.669822)
104: (x,y) = (-18.696, -1.31922)
105: (x,y) = (-20.6765, -1.59757)
106: (x,y) = (-18.7971, -0.913528)
107: (x,y) = (-20.6643, -1.63026)
108: (x,y) = (-21.8956, -0.0542422)
109: (x,y) = (-20.0046, 0.596894)
110: (x,y) = (-19.7608, 2.58199)
111: (x,y) = (-20.412, 4.47302)
112: (x,y) = (-21.6706, 2.91873)
113: (x,y) = (-20.4393, 1.34271)
114: (x,y) = (-20.7176, -0.637826)
115: (x,y) = (-20.7176, -2.63783)
116: (x,y) = (-21.8069, -0.960485)
117: (x,y) = (-23.709, -1.57852)
118: (x,y) = (-22.2227, -0.240258)
119: (x,y) = (-24.2224, -0.275162)
120: (x,y) = (-24.1177, -2.27242)
121: (x,y) = (-25.5564, -3.66174)
122: (x,y) = (-23.5932, -3.28012)
123: (x,y) = (-25.5737, -3.00177)
124: (x,y) = (-25.6784, -4.99903)
125: (x,y) = (-23.8374, -5.7805)
126: (x,y) = (-25.096, -7.33479)
127: (x,y) = (-23.8924, -5.73752)
128: (x,y) = (-25.151, -4.18322)
129: (x,y) = (-23.9197, -5.75925)
130: (x,y) = (-25.7869, -6.47598)
131: (x,y) = (-27.7719, -6.23224)
132: (x,y) = (-27.3561, -4.27595)
133: (x,y) = (-25.6418, -3.24587)
134: (x,y) = (-26.1594, -5.17772)
135: (x,y) = (-26.7775, -7.07984)
